Leading Cancer Sites,Leading Cancer Sites Code,Year,Year Code,Sex,Sex Code,Ethnicity,Ethnicity Code,Mortality-Incidence Age-Adjusted Rate Ratio,Death Counts,Mortality Population,Mortality Age-Adjusted Rate,Incidence Counts,Incidence Population,Incidence Age-Adjusted Rate
Stomach,21020,2001,2001,Female,F,Hispanic,2135-2,0.589,509,18038562,5.303,883,18038562,9.01
Stomach,21020,2001,2001,Female,F,Non-Hispanic,2186-5,0.637,4552,125565415,2.928,7002,125565415,4.596
Stomach,21020,2001,2001,Male,M,Hispanic,2135-2,0.604,679,19057491,9.383,1195,19057491,15.534
Stomach,21020,2001,2001,Male,M,Non-Hispanic,2186-5,0.588,6418,119454493,5.871,11156,119454493,9.987
Stomach,21020,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,34,Not Applicable,Not Applicable
Stomach,21020,2002,2002,Female,F,Hispanic,2135-2,0.554,514,18777495,5.194,951,18777495,9.368
Stomach,21020,2002,2002,Female,F,Non-Hispanic,2186-5,0.618,4485,126141727,2.853,7056,126141727,4.613
Stomach,21020,2002,2002,Male,M,Hispanic,2135-2,0.594,671,19788056,9.239,1221,19788056,15.565
Stomach,21020,2002,2002,Male,M,Non-Hispanic,2186-5,0.58,6365,120059234,5.753,11281,120059234,9.923
Stomach,21020,2002,2002,Male,M,Unknown or Missing,UNK,Not Applicable,24,Not Applicable,Not Applicable,28,Not Applicable,Not Applicable
Stomach,21020,2003,2003,Female,F,Hispanic,2135-2,0.559,545,19529116,5.156,987,19529116,9.227
Stomach,21020,2003,2003,Female,F,Non-Hispanic,2186-5,0.599,4501,128149920,2.817,7347,128149920,4.701
Stomach,21020,2003,2003,Male,M,Hispanic,2135-2,0.573,708,20516198,8.912,1307,20516198,15.544
Stomach,21020,2003,2003,Male,M,Non-Hispanic,2186-5,0.562,6326,121912699,5.523,11490,121912699,9.821
Stomach,21020,2003,2003,Male,M,Unknown or Missing,UNK,Not Applicable,21,Not Applicable,Not Applicable,22,Not Applicable,Not Applicable
Stomach,21020,2004,2004,Female,F,Hispanic,2135-2,0.576,584,20263650,5.243,1030,20263650,9.11
Stomach,21020,2004,2004,Female,F,Non-Hispanic,2186-5,0.589,4308,128713636,2.678,7156,128713636,4.549
Stomach,21020,2004,2004,Male,M,Hispanic,2135-2,0.6,771,21233735,9.302,1349,21233735,15.502
Stomach,21020,2004,2004,Male,M,Non-Hispanic,2186-5,0.553,6173,122594277,5.323,11482,122594277,9.627
Stomach,21020,2005,2005,Female,F,Hispanic,2135-2,0.526,528,21030934,4.496,1030,21030934,8.542
Stomach,21020,2005,2005,Female,F,Non-Hispanic,2186-5,0.58,4226,129182533,2.594,7107,129182533,4.472
Stomach,21020,2005,2005,Male,M,Hispanic,2135-2,0.566,744,21983069,8.646,1415,21983069,15.264
Stomach,21020,2005,2005,Male,M,Non-Hispanic,2186-5,0.548,5997,123116126,5.059,11244,123116126,9.238
Stomach,21020,2006,2006,Female,F,Hispanic,2135-2,0.56,579,21837469,4.667,1050,21837469,8.328
Stomach,21020,2006,2006,Female,F,Non-Hispanic,2186-5,0.566,4107,129895178,2.504,7107,129895178,4.421
Stomach,21020,2006,2006,Male,M,Hispanic,2135-2,0.537,710,22764677,7.453,1377,22764677,13.873
Stomach,21020,2006,2006,Male,M,Non-Hispanic,2186-5,0.534,5938,123882588,4.888,11392,123882588,9.153
Stomach,21020,2007,2007,Female,F,Hispanic,2135-2,0.515,546,22650892,4.259,1116,22650892,8.276
Stomach,21020,2007,2007,Female,F,Non-Hispanic,2186-5,0.559,4084,130515461,2.457,7148,130515461,4.397
Stomach,21020,2007,2007,Male,M,Hispanic,2135-2,0.554,759,23542063,7.986,1494,23542063,14.416
Stomach,21020,2007,2007,Male,M,Non-Hispanic,2186-5,0.532,5991,124522791,4.829,11564,124522791,9.075
Stomach,21020,2008,2008,Female,F,Hispanic,2135-2,0.539,594,23468891,4.343,1139,23468891,8.058
Stomach,21020,2008,2008,Female,F,Non-Hispanic,2186-5,0.556,4016,131135124,2.357,6997,131135124,4.236
Stomach,21020,2008,2008,Male,M,Hispanic,2135-2,0.531,804,24320894,7.52,1535,24320894,14.157
Stomach,21020,2008,2008,Male,M,Non-Hispanic,2186-5,0.523,5918,125169057,4.638,11553,125169057,8.869
Stomach,21020,2009,2009,Female,F,Hispanic,2135-2,0.536,614,24261364,4.268,1175,24261364,7.958
Stomach,21020,2009,2009,Female,F,Non-Hispanic,2186-5,0.535,3900,131702711,2.278,7103,131702711,4.258
Stomach,21020,2009,2009,Male,M,Hispanic,2135-2,0.523,805,25062023,7.413,1640,25062023,14.183
Stomach,21020,2009,2009,Male,M,Non-Hispanic,2186-5,0.507,5849,125745431,4.481,11791,125745431,8.84
Stomach,21020,2010,2010,Female,F,Hispanic,2135-2,0.539,681,24992953,4.418,1283,24992953,8.201
Stomach,21020,2010,2010,Female,F,Non-Hispanic,2186-5,0.521,3999,132256712,2.294,7423,132256712,4.399
Stomach,21020,2010,2010,Male,M,Hispanic,2135-2,0.553,873,25738929,7.619,1685,25738929,13.776
Stomach,21020,2010,2010,Male,M,Non-Hispanic,2186-5,0.485,5815,126338549,4.381,12325,126338549,9.041
Stomach,21020,2011,2011,Female,F,Hispanic,2135-2,0.547,646,25565638,3.992,1211,25565638,7.304
Stomach,21020,2011,2011,Female,F,Non-Hispanic,2186-5,0.499,3836,132804863,2.168,7458,132804863,4.346
Stomach,21020,2011,2011,Male,M,Hispanic,2135-2,0.523,854,26254388,6.975,1723,26254388,13.336
Stomach,21020,2011,2011,Male,M,Non-Hispanic,2186-5,0.463,5673,126958592,4.175,12587,126958592,9.01
Stomach,21020,2011,2011,Male,M,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,30,Not Applicable,Not Applicable
Stomach,21020,2012,2012,Female,F,Hispanic,2135-2,0.524,679,26106559,4.033,1327,26106559,7.692
Stomach,21020,2012,2012,Female,F,Non-Hispanic,2186-5,0.495,3890,133374076,2.181,7626,133374076,4.402
Stomach,21020,2012,2012,Male,M,Hispanic,2135-2,0.549,911,26757437,6.846,1685,26757437,12.467
Stomach,21020,2012,2012,Male,M,Non-Hispanic,2186-5,0.459,5680,127639590,4.05,12666,127639590,8.821
Stomach,21020,2012,2012,Male,M,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,28,Not Applicable,Not Applicable
Stomach,21020,2013,2013,Female,F,Hispanic,2135-2,0.484,692,26641948,3.963,1452,26641948,8.189
Stomach,21020,2013,2013,Female,F,Non-Hispanic,2186-5,0.486,3770,133903945,2.073,7515,133903945,4.263
Stomach,21020,2013,2013,Male,M,Hispanic,2135-2,0.556,941,27259191,6.831,1784,27259191,12.277
Stomach,21020,2013,2013,Male,M,Non-Hispanic,2186-5,0.459,5835,128254863,4.079,12993,128254863,8.886
Stomach,21020,2013,2013,Male,M,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,32,Not Applicable,Not Applicable
Stomach,21020,2014,2014,Female,F,Hispanic,2135-2,0.528,745,27186616,4.056,1463,27186616,7.679
Stomach,21020,2014,2014,Female,F,Non-Hispanic,2186-5,0.475,3768,134503903,2.039,7691,134503903,4.296
Stomach,21020,2014,2014,Male,M,Hispanic,2135-2,0.525,973,27786043,6.767,1944,27786043,12.896
Stomach,21020,2014,2014,Male,M,Non-Hispanic,2186-5,0.453,5791,128909767,3.953,13117,128909767,8.724
Stomach,21020,2014,2014,Male,M,Unknown or Missing,UNK,Not Applicable,22,Not Applicable,Not Applicable,32,Not Applicable,Not Applicable
Stomach,21020,2015,2015,Female,F,Hispanic,2135-2,0.511,776,27757109,3.956,1537,27757109,7.739
Stomach,21020,2015,2015,Female,F,Non-Hispanic,2186-5,0.474,3780,135075042,2.028,7710,135075042,4.275
Stomach,21020,2015,2015,Male,M,Hispanic,2135-2,0.526,977,28354824,6.331,1918,28354824,12.036
Stomach,21020,2015,2015,Male,M,Non-Hispanic,2186-5,0.451,5757,129552019,3.855,13148,129552019,8.553
Stomach,21020,2015,2015,Male,M,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,30,Not Applicable,Not Applicable
Stomach,21020,2016,2016,Female,F,Hispanic,2135-2,0.54,832,28342097,4.159,1593,28342097,7.708
Stomach,21020,2016,2016,Female,F,Non-Hispanic,2186-5,0.455,3749,135643965,1.973,7982,135643965,4.34
Stomach,21020,2016,2016,Male,M,Hispanic,2135-2,0.519,970,28936905,5.998,1947,28936905,11.556
Stomach,21020,2016,2016,Male,M,Non-Hispanic,2186-5,0.452,5850,130148788,3.805,13175,130148788,8.412
Stomach,21020,2016,2016,Male,M,Unknown or Missing,UNK,Not Applicable,25,Not Applicable,Not Applicable,30,Not Applicable,Not Applicable
Stomach,21020,2017,2017,Female,F,Hispanic,2135-2,0.504,828,28906337,3.928,1691,28906337,7.789
Stomach,21020,2017,2017,Female,F,Non-Hispanic,2186-5,0.449,3642,136102346,1.896,7844,136102346,4.218
Stomach,21020,2017,2017,Male,M,Hispanic,2135-2,0.539,1066,29490085,6.406,2105,29490085,11.895
Stomach,21020,2017,2017,Male,M,Non-Hispanic,2186-5,0.437,5601,130623360,3.579,13102,130623360,8.194
Stomach,21020,2018,2018,Female,F,Hispanic,2135-2,0.506,849,29449021,3.807,1711,29449021,7.526
Stomach,21020,2018,2018,Female,F,Non-Hispanic,2186-5,0.428,3562,136428665,1.812,7959,136428665,4.234
Stomach,21020,2018,2018,Male,M,Hispanic,2135-2,0.534,1089,30013471,6.076,2087,30013471,11.375
Stomach,21020,2018,2018,Male,M,Non-Hispanic,2186-5,0.43,5521,130947042,3.444,13051,130947042,8.003
Stomach,21020,2018,2018,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,34,Not Applicable,Not Applicable
Stomach,21020,2019,2019,Female,F,Hispanic,2135-2,0.486,883,29926362,3.83,1842,29926362,7.881
Stomach,21020,2019,2019,Female,F,Non-Hispanic,2186-5,0.436,3578,136711255,1.804,7945,136711255,4.135
Stomach,21020,2019,2019,Male,M,Hispanic,2135-2,0.528,1063,30471950,5.755,2129,30471950,10.895
Stomach,21020,2019,2019,Male,M,Non-Hispanic,2186-5,0.43,5550,131220386,3.4,13190,131220386,7.898
Stomach,21020,2020,2020,Female,F,Hispanic,2135-2,0.586,906,29686986,3.862,1579,29686986,6.59
Stomach,21020,2020,2020,Female,F,Non-Hispanic,2186-5,0.49,3558,132552322,1.826,7036,132552322,3.726
Stomach,21020,2020,2020,Male,M,Hispanic,2135-2,0.563,1080,30192675,5.553,1967,30192675,9.863
Stomach,21020,2020,2020,Male,M,Non-Hispanic,2186-5,0.468,5427,127158928,3.364,11806,127158928,7.185
Thyroid,32010,1999,1999,Female,F,Hispanic,2135-2,0.078,61,16482539,0.773,1312,16482539,9.955
Thyroid,32010,1999,1999,Female,F,Non-Hispanic,2186-5,0.044,653,123911675,0.433,12492,123911675,9.787
Thyroid,32010,1999,1999,Male,M,Hispanic,2135-2,0.196,35,17412426,0.553,309,17412426,2.829
Thyroid,32010,1999,1999,Male,M,Non-Hispanic,2186-5,0.118,470,117654708,0.438,4361,117654708,3.723
Thyroid,32010,2000,2000,Female,F,Hispanic,2135-2,0.065,61,17296134,0.693,1473,17296134,10.585
Thyroid,32010,2000,2000,Female,F,Non-Hispanic,2186-5,0.042,705,124569636,0.463,14106,124569636,10.94
Thyroid,32010,2000,2000,Male,M,Hispanic,2135-2,0.164,31,18311173,0.52,365,18311173,3.174
Thyroid,32010,2000,2000,Male,M,Non-Hispanic,2186-5,0.119,509,118381271,0.471,4675,118381271,3.944
Thyroid,32010,2001,2001,Female,F,Hispanic,2135-2,0.056,56,18038562,0.629,1597,18038562,11.266
Thyroid,32010,2001,2001,Female,F,Non-Hispanic,2186-5,0.04,721,125565415,0.47,15120,125565415,11.616
Thyroid,32010,2001,2001,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,27,Not Applicable,Not Applicable
Thyroid,32010,2001,2001,Male,M,Hispanic,2135-2,0.136,37,19057491,0.481,423,19057491,3.547
Thyroid,32010,2001,2001,Male,M,Non-Hispanic,2186-5,0.116,528,119454493,0.471,4871,119454493,4.04
Thyroid,32010,2002,2002,Female,F,Hispanic,2135-2,0.05,62,18777495,0.631,1879,18777495,12.562
Thyroid,32010,2002,2002,Female,F,Non-Hispanic,2186-5,0.038,733,126141727,0.47,16256,126141727,12.398
Thyroid,32010,2002,2002,Male,M,Hispanic,2135-2,0.157,45,19788056,0.593,452,19788056,3.783
Thyroid,32010,2002,2002,Male,M,Non-Hispanic,2186-5,0.1,507,120059234,0.442,5426,120059234,4.445
Thyroid,32010,2003,2003,Female,F,Hispanic,2135-2,0.045,60,19529116,0.554,1937,19529116,12.258
Thyroid,32010,2003,2003,Female,F,Non-Hispanic,2186-5,0.034,716,128149920,0.448,17717,128149920,13.241
Thyroid,32010,2003,2003,Male,M,Hispanic,2135-2,0.152,41,20516198,0.519,445,20516198,3.423
Thyroid,32010,2003,2003,Male,M,Non-Hispanic,2186-5,0.093,490,121912699,0.42,5663,121912699,4.533
Thyroid,32010,2004,2004,Female,F,Hispanic,2135-2,0.044,67,20263650,0.613,2281,20263650,13.95
Thyroid,32010,2004,2004,Female,F,Non-Hispanic,2186-5,0.032,748,128713636,0.459,19250,128713636,14.297
Thyroid,32010,2004,2004,Male,M,Hispanic,2135-2,0.147,45,21233735,0.528,480,21233735,3.597
Thyroid,32010,2004,2004,Male,M,Non-Hispanic,2186-5,0.095,547,122594277,0.468,6238,122594277,4.931
Thyroid,32010,2005,2005,Female,F,Hispanic,2135-2,0.041,68,21030934,0.6,2516,21030934,14.736
Thyroid,32010,2005,2005,Female,F,Non-Hispanic,2186-5,0.031,782,129182533,0.48,21010,129182533,15.412
Thyroid,32010,2005,2005,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,46,Not Applicable,Not Applicable
Thyroid,32010,2005,2005,Male,M,Hispanic,2135-2,0.152,54,21983069,0.666,593,21983069,4.383
Thyroid,32010,2005,2005,Male,M,Non-Hispanic,2186-5,0.085,557,123116126,0.465,7011,123116126,5.446
Thyroid,32010,2006,2006,Female,F,Hispanic,2135-2,0.044,78,21837469,0.678,2660,21837469,15.242
Thyroid,32010,2006,2006,Female,F,Non-Hispanic,2186-5,0.03,824,129895178,0.5,22843,129895178,16.61
Thyroid,32010,2006,2006,Male,M,Hispanic,2135-2,0.151,55,22764677,0.649,615,22764677,4.287
Thyroid,32010,2006,2006,Male,M,Non-Hispanic,2186-5,0.079,558,123882588,0.453,7425,123882588,5.7
Thyroid,32010,2007,2007,Female,F,Hispanic,2135-2,0.036,71,22650892,0.595,3035,22650892,16.448
Thyroid,32010,2007,2007,Female,F,Non-Hispanic,2186-5,0.027,796,130515461,0.476,24700,130515461,17.84
Thyroid,32010,2007,2007,Male,M,Hispanic,2135-2,0.122,57,23542063,0.574,685,23542063,4.716
Thyroid,32010,2007,2007,Male,M,Non-Hispanic,2186-5,0.082,637,124522791,0.509,8128,124522791,6.18
Thyroid,32010,2007,2007,Male,M,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,26,Not Applicable,Not Applicable
Thyroid,32010,2008,2008,Female,F,Hispanic,2135-2,0.042,97,23468891,0.744,3404,23468891,17.674
Thyroid,32010,2008,2008,Female,F,Non-Hispanic,2186-5,0.026,863,131135124,0.505,26944,131135124,19.324
Thyroid,32010,2008,2008,Male,M,Hispanic,2135-2,0.102,54,24320894,0.505,790,24320894,4.963
Thyroid,32010,2008,2008,Male,M,Non-Hispanic,2186-5,0.074,632,125169057,0.499,8961,125169057,6.712
Thyroid,32010,2009,2009,Female,F,Hispanic,2135-2,0.034,85,24261364,0.637,3803,24261364,18.99
Thyroid,32010,2009,2009,Female,F,Non-Hispanic,2186-5,0.025,891,131702711,0.517,28643,131702711,20.431
Thyroid,32010,2009,2009,Male,M,Hispanic,2135-2,0.09,55,25062023,0.461,876,25062023,5.099
Thyroid,32010,2009,2009,Male,M,Non-Hispanic,2186-5,0.072,672,125745431,0.51,9643,125745431,7.118
Thyroid,32010,2010,2010,Female,F,Hispanic,2135-2,0.031,86,24992953,0.606,4034,24992953,19.521
Thyroid,32010,2010,2010,Female,F,Non-Hispanic,2186-5,0.024,877,132256712,0.499,29200,132256712,20.681
Thyroid,32010,2010,2010,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,58,Not Applicable,Not Applicable
Thyroid,32010,2010,2010,Male,M,Hispanic,2135-2,0.096,61,25738929,0.508,906,25738929,5.262
Thyroid,32010,2010,2010,Male,M,Non-Hispanic,2186-5,0.069,662,126338549,0.498,9848,126338549,7.192
Thyroid,32010,2010,2010,Male,M,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,18,Not Applicable,Not Applicable
Thyroid,32010,2011,2011,Female,F,Hispanic,2135-2,0.035,98,25565638,0.678,4105,25565638,19.32
Thyroid,32010,2011,2011,Female,F,Non-Hispanic,2186-5,0.022,861,132804863,0.479,30495,132804863,21.462
Thyroid,32010,2011,2011,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,80,Not Applicable,Not Applicable
Thyroid,32010,2011,2011,Male,M,Hispanic,2135-2,0.093,62,26254388,0.493,964,26254388,5.318
Thyroid,32010,2011,2011,Male,M,Non-Hispanic,2186-5,0.071,723,126958592,0.521,10194,126958592,7.362
Thyroid,32010,2012,2012,Female,F,Hispanic,2135-2,0.034,108,26106559,0.706,4587,26106559,20.746
Thyroid,32010,2012,2012,Female,F,Non-Hispanic,2186-5,0.02,807,133374076,0.442,31246,133374076,21.917
Thyroid,32010,2012,2012,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,91,Not Applicable,Not Applicable
Thyroid,32010,2012,2012,Male,M,Hispanic,2135-2,0.093,60,26757437,0.484,1020,26757437,5.213
Thyroid,32010,2012,2012,Male,M,Non-Hispanic,2186-5,0.067,714,127639590,0.512,10598,127639590,7.601
Thyroid,32010,2013,2013,Female,F,Hispanic,2135-2,0.03,100,26641948,0.62,4685,26641948,20.654
Thyroid,32010,2013,2013,Female,F,Non-Hispanic,2186-5,0.022,909,133903945,0.489,32013,133903945,22.292
Thyroid,32010,2013,2013,Male,M,Hispanic,2135-2,0.097,77,27259191,0.542,1132,27259191,5.579
Thyroid,32010,2013,2013,Male,M,Non-Hispanic,2186-5,0.068,761,128254863,0.526,10949,128254863,7.772
Thyroid,32010,2013,2013,Male,M,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,34,Not Applicable,Not Applicable
Thyroid,32010,2014,2014,Female,F,Hispanic,2135-2,0.032,118,27186616,0.682,4986,27186616,21.052
Thyroid,32010,2014,2014,Female,F,Non-Hispanic,2186-5,0.022,913,134503903,0.485,31613,134503903,21.933
Thyroid,32010,2014,2014,Male,M,Hispanic,2135-2,0.089,72,27786043,0.52,1199,27786043,5.844
Thyroid,32010,2014,2014,Male,M,Non-Hispanic,2186-5,0.063,724,128909767,0.493,11177,128909767,7.804
Thyroid,32010,2014,2014,Male,M,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,33,Not Applicable,Not Applicable
Thyroid,32010,2015,2015,Female,F,Hispanic,2135-2,0.03,117,27757109,0.65,5300,27757109,21.753
Thyroid,32010,2015,2015,Female,F,Non-Hispanic,2186-5,0.021,892,135075042,0.464,31805,135075042,22.036
Thyroid,32010,2015,2015,Male,M,Hispanic,2135-2,0.111,89,28354824,0.638,1233,28354824,5.732
Thyroid,32010,2015,2015,Male,M,Non-Hispanic,2186-5,0.068,795,129552019,0.532,11263,129552019,7.793
Thyroid,32010,2015,2015,Male,M,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,27,Not Applicable,Not Applicable
Thyroid,32010,2016,2016,Female,F,Hispanic,2135-2,0.037,150,28342097,0.796,5345,28342097,21.284
Thyroid,32010,2016,2016,Female,F,Non-Hispanic,2186-5,0.023,966,135643965,0.491,30868,135643965,21.234
Thyroid,32010,2016,2016,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,86,Not Applicable,Not Applicable
Thyroid,32010,2016,2016,Male,M,Hispanic,2135-2,0.105,89,28936905,0.62,1307,28936905,5.893
Thyroid,32010,2016,2016,Male,M,Non-Hispanic,2186-5,0.07,835,130148788,0.544,11303,130148788,7.766
Thyroid,32010,2017,2017,Female,F,Hispanic,2135-2,0.032,128,28906337,0.644,5227,28906337,20.299
Thyroid,32010,2017,2017,Female,F,Non-Hispanic,2186-5,0.023,875,136102346,0.448,28794,136102346,19.767
Thyroid,32010,2017,2017,Female,F,Unknown or Missing,UNK,Not Applicable,0,Not Applicable,Not Applicable,91,Not Applicable,Not Applicable
Thyroid,32010,2017,2017,Male,M,Hispanic,2135-2,0.113,109,29490085,0.643,1325,29490085,5.694
Thyroid,32010,2017,2017,Male,M,Non-Hispanic,2186-5,0.067,775,130623360,0.495,10813,130623360,7.356
Thyroid,32010,2018,2018,Female,F,Hispanic,2135-2,0.036,157,29449021,0.757,5595,29449021,21.081
Thyroid,32010,2018,2018,Female,F,Non-Hispanic,2186-5,0.024,948,136428665,0.468,28683,136428665,19.598
Thyroid,32010,2018,2018,Male,M,Hispanic,2135-2,0.101,101,30013471,0.582,1390,30013471,5.735
Thyroid,32010,2018,2018,Male,M,Non-Hispanic,2186-5,0.07,816,130947042,0.512,10945,130947042,7.357
Thyroid,32010,2019,2019,Female,F,Hispanic,2135-2,0.032,144,29926362,0.678,5757,29926362,21.211
Thyroid,32010,2019,2019,Female,F,Non-Hispanic,2186-5,0.024,945,136711255,0.454,28283,136711255,19.277
Thyroid,32010,2019,2019,Male,M,Hispanic,2135-2,0.086,98,30471950,0.542,1558,30471950,6.274
Thyroid,32010,2019,2019,Male,M,Non-Hispanic,2186-5,0.069,854,131220386,0.519,11182,131220386,7.478
Thyroid,32010,2020,2020,Female,F,Hispanic,2135-2,0.031,120,29686986,0.544,4698,29686986,17.286
Thyroid,32010,2020,2020,Female,F,Non-Hispanic,2186-5,0.027,912,132552322,0.449,23297,132552322,16.349
Thyroid,32010,2020,2020,Male,M,Hispanic,2135-2,0.1,90,30192675,0.519,1297,30192675,5.171
Thyroid,32010,2020,2020,Male,M,Non-Hispanic,2186-5,0.076,808,127158928,0.497,9459,127158928,6.5
Urinary Bladder,29010,1999,1999,Female,F,Hispanic,2135-2,0.199,79,16482539,1.095,449,16482539,5.516
Urinary Bladder,29010,1999,1999,Female,F,Non-Hispanic,2186-5,0.234,3673,123911675,2.336,14746,123911675,9.998
Urinary Bladder,29010,1999,1999,Male,M,Hispanic,2135-2,0.181,222,17412426,4.18,1394,17412426,23.08
Urinary Bladder,29010,1999,1999,Male,M,Non-Hispanic,2186-5,0.197,7767,117654708,7.815,42291,117654708,39.603
Urinary Bladder,29010,1999,1999,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,132,Not Applicable,Not Applicable
Urinary Bladder,29010,2000,2000,Female,F,Hispanic,2135-2,0.187,91,17296134,1.163,541,17296134,6.214
